SaleID,Time,Service_Arts_time,Service_Elem_School_time,Service_Golf_time,Service_Gym_time,Service_High_School_time,Service_Historic_time,Service_ISU_time,Service_Library_time,Service_Medical_time,Service_Organic_Groceries_time,Service_Park_time,Service_Recreation_time,Service_Religion_time,Service_Restaurant_time,Service_Shopping_time,Service_Spa_time,Closest_5_feature,Closest_all_feature,Central_historic_feature,num_biz_180s_feature,num_biz_480s_feature,Rcrd_Yr,Inst1_Yr,LotArea,YrBuilt,TtlBsmtSF,Fireplaces,PoolArea,GarYrBlt,Cars,GarageArea,TotalArea,TotalArea_Gar,Has_Fireplace,Has_Garage,Has_Bsmt,AsbShng_Ext,BrkComm_Ext,BrkFace_Ext,CemntBd_Ext,HdBoard_Ext,ImStucc_Ext,MetalSd_Ext,No Data_Ext,Plywood_Ext,Stone_Ext,Stucco_Ext,VinylSd_Ext,Wd Sdng_Ext,WdShing_Ext,2 Types_GrType,Attachd_GrType,Basment_GrType,BuiltIn_GrType,Carport_GrType,Detachd_GrType,No Data_GrType,None_GrType,1_Story_HsStyle,1_5_Fin_HsStyle,1_5_Unf_HsStyle,2_Story_HsStyle,2_5_Fin_HsStyle,2_5_Unf_HsStyle,No_Data_HsStyle,S_Foyer_HsStyle,S_Level_HsStyle
3016,161.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196.66,385.2111111111111,518.3,2,14,2021.0,2021.0,28926.0,2001.0,1905.0,1.0,0.0,2001.0,3.0,768.0,5982.0,6750.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3030,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185.14,371.39444444444445,503.6,2,14,2021.0,2021.0,11750.0,1998.0,970.0,1.0,0.0,1998.0,2.0,430.0,3148.0,3578.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3038,138.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185.88,371.67777777777775,500.2,2,14,2021.0,2021.0,10925.0,1999.0,1625.0,1.0,0.0,1999.0,3.0,775.0,3250.0,4025.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3043,128.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168.8,353.6388888888889,485.3,3,15,2021.0,2021.0,11180.0,1998.0,1219.0,0.0,0.0,1998.0,2.0,656.0,3779.0,4435.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3125,163.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232.04000000000002,408.06666666666666,509.0,1,11,2021.0,2021.0,12478.0,1993.0,2152.0,1.0,0.0,1993.0,3.0,710.0,4577.0,5287.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3127,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215.4,387.4944444444444,503.9,2,13,2021.0,2021.0,9900.0,1993.0,1347.0,1.0,0.0,1993.0,3.0,656.0,3993.0,4649.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3135,126.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,201.6,373.69444444444446,490.1,2,13,2021.0,2021.0,12434.0,1997.0,1377.0,1.0,0.0,1997.0,3.0,775.0,4017.0,4792.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3165,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193.68,377.68888888888887,503.6,2,14,2021.0,2021.0,23249.0,1998.0,1160.0,1.0,0.0,1998.0,3.0,650.0,3371.0,4021.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3185,135.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200.85999999999999,378.5777777777778,499.0,2,14,2021.0,2021.0,11692.0,1993.0,1173.0,1.0,0.0,1993.0,2.0,623.0,3405.0,4028.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3200,154.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,223.38000000000002,399.5111111111111,518.8,2,13,2021.0,2021.0,18266.0,1993.0,1093.0,1.0,0.0,1993.0,2.0,462.0,2996.0,3458.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3228,125.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189.57999999999998,379.15,520.4,2,13,2021.0,2021.0,11624.0,2013.0,1655.0,1.0,0.0,2013.0,3.0,594.0,3154.0,3748.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3296,92.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172.4,355.5777777777778,477.4,2,16,2021.0,2021.0,8251.0,2005.0,1494.0,1.0,0.0,2005.0,2.0,672.0,3000.0,3672.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3315,93.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171.8,355.35555555555555,478.4,2,16,2021.0,2021.0,8778.0,2006.0,1298.0,0.0,0.0,2006.0,3.0,859.0,3348.0,4207.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3335,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.62,330.03333333333336,459.8,3,16,2021.0,2021.0,9221.0,2010.0,767.0,0.0,0.0,2010.0,2.0,529.0,2340.0,2869.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3337,91.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158.56,347.5833333333333,486.1,3,15,2021.0,2021.0,10487.0,2014.0,1812.0,1.0,0.0,2014.0,2.0,473.0,3624.0,4097.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3374,151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206.58,389.0777777777778,513.1,2,14,2021.0,2021.0,8640.0,2007.0,1373.0,0.0,0.0,2008.0,2.0,529.0,2746.0,3275.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3378,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,207.48000000000002,389.9777777777778,514.0,2,14,2021.0,2021.0,10411.0,2007.0,754.0,1.0,0.0,2007.0,2.0,561.0,2400.0,2961.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3384,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171.2,349.7111111111111,468.5,2,16,2021.0,2021.0,9000.0,2007.0,1184.0,1.0,0.0,2007.0,2.0,550.0,3793.0,4343.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3389,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171.38000000000002,347.96666666666664,466.8,2,16,2021.0,2021.0,7805.0,2010.0,818.0,0.0,0.0,2010.0,2.0,576.0,2478.0,3054.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3456,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150.44,332.59444444444443,456.0,2,16,2021.0,2021.0,8125.0,2006.0,812.0,1.0,0.0,2006.0,2.0,805.0,3809.0,4614.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3474,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169.8,349.40555555555557,453.9,2,16,2021.0,2021.0,9375.0,2003.0,912.0,1.0,0.0,2003.0,2.0,615.0,3006.0,3621.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3765,104.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,229.48000000000002,477.0111111111112,625.6,2,8,2021.0,2021.0,14601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3768,117.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218.5,454.82222222222225,599.1,2,8,2021.0,2021.0,12607.0,2020.0,1857.0,1.0,0.0,2020.0,3.0,737.0,3714.0,4451.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3770,109.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211.2,447.5222222222222,591.8,2,8,2021.0,2021.0,13277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3773,87.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189.0,425.32222222222225,569.6,2,11,2021.0,2021.0,8936.0,2020.0,1404.0,1.0,0.0,2020.0,2.0,448.0,2808.0,3256.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3776,88.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190.0,426.32222222222225,570.6,2,11,2021.0,2021.0,9040.0,2020.0,1421.0,1.0,0.0,2020.0,3.0,686.0,3653.0,4339.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3785,94.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.45999999999998,441.9888888888889,587.5,2,8,2021.0,2021.0,11900.0,2017.0,1661.0,1.0,0.0,2017.0,3.0,865.0,3322.0,4187.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3788,90.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,191.6,427.9222222222222,572.2,2,11,2021.0,2021.0,10556.0,2020.0,1933.0,1.0,0.0,2020.0,3.0,695.0,3866.0,4561.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3792,96.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.1,440.5888888888889,585.7,2,9,2021.0,2021.0,10868.0,2018.0,1626.0,1.0,0.0,2018.0,3.0,700.0,3252.0,3952.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3819,100.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.1,438.4222222222222,582.7,2,10,2021.0,2021.0,9034.0,2015.0,1485.0,1.0,0.0,2015.0,2.0,528.0,2978.0,3506.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3837,100.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.9,438.22222222222223,582.5,2,10,2021.0,2021.0,9380.0,2020.0,1477.0,1.0,0.0,2020.0,2.0,522.0,2966.0,3488.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3838,109.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210.6,446.9222222222222,591.2,2,8,2021.0,2021.0,5411.0,2020.0,1471.0,1.0,0.0,2020.0,2.0,525.0,2954.0,3479.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3839,109.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211.0,447.32222222222225,591.6,2,8,2021.0,2021.0,6816.0,2020.0,1465.0,1.0,0.0,2020.0,2.0,527.0,2930.0,3457.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3868,371.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,456.5,578.338888888889,634.9,0,4,2021.0,2021.0,11869.0,2020.0,1570.0,1.0,0.0,2020.0,2.0,584.0,3148.0,3732.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3905,371.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,456.1,577.9388888888889,634.5,0,4,2021.0,2021.0,8190.0,2015.0,743.0,0.0,0.0,2015.0,2.0,561.0,2296.0,2857.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3959,350.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,435.6,557.4388888888889,614.0,0,4,2022.0,2022.0,15815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3978,366.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,450.9,572.7388888888888,629.3,0,4,2021.0,2021.0,12009.0,1998.0,689.0,0.0,0.0,1998.0,2.0,450.0,2132.0,2582.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3996,361.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,446.1,567.9388888888889,624.5,0,4,2021.0,2021.0,8061.0,1997.0,878.0,0.0,0.0,1997.0,2.0,521.0,2568.0,3089.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4000,363.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,448.1,569.9388888888889,626.5,0,4,2021.0,2021.0,11492.0,1996.0,913.0,1.0,0.0,1997.0,2.0,559.0,3035.0,3594.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4023,337.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,422.4,544.2388888888888,600.8,0,7,2021.0,2021.0,10994.0,2005.0,1854.0,1.0,0.0,2005.0,2.0,670.0,3708.0,4378.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4080,336.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,420.9,542.7388888888888,599.3,0,7,2021.0,2021.0,7703.0,1992.0,1333.0,0.0,0.0,1992.0,2.0,396.0,2681.0,3077.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4087,324.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408.8,530.6388888888889,587.2,0,7,2021.0,2021.0,8012.0,1992.0,1562.0,0.0,0.0,1992.0,2.0,541.0,3124.0,3665.0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4144,291.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375.7,497.53888888888895,554.1,0,8,2021.0,2021.0,9672.0,1984.0,1040.0,0.0,0.0,1986.0,2.0,480.0,2138.0,2618.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4150,299.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384.4,506.2388888888888,562.8,0,8,2021.0,2021.0,8695.0,1985.0,991.0,0.0,0.0,1985.0,2.0,410.0,2088.0,2498.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4176,285.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369.7,491.53888888888895,548.1,0,8,2021.0,2021.0,8792.0,1979.0,901.0,2.0,0.0,1979.0,2.0,576.0,1853.0,2429.0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4318,275.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,320.32,440.3888888888889,488.8,0,11,2021.0,2021.0,8100.0,1961.0,962.0,0.0,0.0,0.0,0.0,0.0,1961.0,1961.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4369,321.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,346.5,464.40000000000003,510.1,0,10,2021.0,2021.0,6545.0,1968.0,924.0,0.0,0.0,1968.0,1.0,288.0,1877.0,2165.0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4375,293.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,319.4,437.29999999999995,483.0,0,11,2021.0,2021.0,7500.0,1963.0,1040.0,0.0,0.0,1963.0,1.0,308.0,2080.0,2388.0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4402,294.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,319.7,437.6,483.3,0,11,2021.0,2021.0,7950.0,1961.0,912.0,0.0,0.0,1970.0,2.0,440.0,1824.0,2264.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4457,240.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263.4,372.6722222222222,413.5,0,15,2021.0,2021.0,12287.0,1974.0,1232.0,1.0,0.0,1974.0,2.0,528.0,2582.0,3110.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4466,153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238.56,420.44444444444446,498.7,2,12,2021.0,2021.0,12945.0,1991.0,2320.0,2.0,0.0,1991.0,3.0,754.0,4703.0,5457.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4495,122.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208.06,384.0,468.2,2,15,2021.0,2021.0,9955.0,1991.0,2000.0,1.0,0.0,1991.0,2.0,725.0,4000.0,4725.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4520,99.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184.56,353.1111111111111,463.1,2,15,2022.0,2022.0,10459.0,1992.0,1290.0,1.0,0.0,1992.0,3.0,736.0,3660.0,4396.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4529,117.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202.8,371.4944444444444,481.8,2,14,2021.0,2021.0,9870.0,1992.0,1370.0,1.0,0.0,1992.0,3.0,715.0,4244.0,4959.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4541,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185.16,353.7111111111111,463.7,2,15,2021.0,2021.0,14541.0,1993.0,1338.0,1.0,0.0,1993.0,3.0,796.0,3858.0,4654.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4625,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,163.5,335.55555555555554,446.4,3,15,2021.0,2021.0,15200.0,2014.0,904.0,0.0,0.0,2014.0,3.0,1367.0,2716.0,4083.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4714,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140.07999999999998,327.8722222222222,437.9,3,16,2021.0,2021.0,2544.0,2005.0,600.0,0.0,0.0,2005.0,2.0,480.0,1823.0,2303.0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4720,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150.44,324.69444444444446,428.6,3,16,2021.0,2021.0,3830.0,2008.0,1720.0,1.0,0.0,2008.0,2.0,561.0,3440.0,4001.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4741,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,1938.0,2002.0,0.0,0.0,0.0,2002.0,0.85,206.0,798.0,1004.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4742,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,1781.0,2002.0,0.0,0.0,0.0,2002.0,0.78,189.0,734.0,923.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4795,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.98,322.68333333333334,423.3,3,16,2021.0,2021.0,2117.0,2000.0,756.0,1.0,0.0,2000.0,2.0,440.0,2281.0,2721.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4808,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152.57999999999998,318.28333333333336,418.9,3,16,2021.0,2021.0,4447.0,2003.0,530.0,0.0,0.0,2003.0,2.0,496.0,1610.0,2106.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4812,73.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.88,322.5833333333333,423.2,3,16,2021.0,2021.0,4640.0,2010.0,795.0,0.0,0.0,2010.0,2.0,580.0,2490.0,3070.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4861,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,2539.0,2002.0,0.0,0.0,0.0,2002.0,1.12,270.0,1045.0,1315.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4863,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,2641.0,2002.0,0.0,0.0,0.0,2002.0,1.16,281.0,1087.0,1368.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4882,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,154.66,324.6166666666667,390.1,3,16,2021.0,2021.0,6000.0,2002.0,878.0,0.0,0.0,2002.0,2.0,517.0,2634.0,3151.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4893,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,1829.0,2002.0,0.0,0.0,0.0,2002.0,0.8,194.0,752.0,946.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4897,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.42000000000002,308.02777777777777,394.3,4,16,2021.0,2021.0,2641.0,2002.0,0.0,0.0,0.0,2002.0,1.16,281.0,1087.0,1368.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5065,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137.95999999999998,301.14444444444445,366.4,4,16,2021.0,2021.0,7180.0,2001.0,1568.0,1.0,0.0,2001.0,2.0,564.0,3136.0,3700.0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5090,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132.14000000000001,294.5,353.1,4,16,2021.0,2021.0,8605.0,2000.0,1529.0,0.0,0.0,2000.0,2.0,529.0,3058.0,3587.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5095,106.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158.8,311.6222222222222,389.6,3,15,2021.0,2021.0,12705.0,1997.0,1246.0,1.0,0.0,1997.0,3.0,681.0,2726.0,3407.0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5110,119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170.46,320.9111111111111,403.2,3,15,2021.0,2021.0,8351.0,1994.0,1519.0,2.0,0.0,1994.0,2.0,500.0,3063.0,3563.0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
